date,timestamp,media_type,media_product_type,permalink,caption,views,reach,total_interactions,saved,shares,like_count,comments_count,unavailable_metrics
2026-09-26,2026-09-25T10:00:04+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdtMjp0E5Zj/,結べる長さは残したい。 でも、下ろした日もちゃんと好きでいたい。  そんな気分に合うのが、 低めからやわらかく動くミディアムパーマ。  毛先を握って乾かして、 バームをほんの少し。 それだけで、結ぶ日も下ろす日も無理なく楽しめます。  「朝、結ぶしかない…」から 「今日は下ろして行こうかな」に変わる髪へ。  気になる方,51,22,4,0,0,3,1,
2026-09-26,2026-09-25T08:00:09+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/Dds-0Ogk1Si/,巻かなくても、ちゃんと動く。  肩下の長さを残しながら、 顔まわりと表面にレイヤーを入れて 毛先が自然に揺れるゆるロングに。  重たく見えやすい長さでも、 頬まわりから毛先に抜け感をつくることで やわらかく、女性らしい印象に見せやすくなります。  「ロングは好き」 「でも毎朝巻くのは大変」 「乾かすだけでも少し動いてほ,56,23,2,0,0,1,1,
2026-09-26,2026-09-25T04:42:38+0000,VIDEO,REELS,https://www.instagram.com/reel/DdsoH1qTLW6/,巻きすぎないのに、ちゃんと動く。  顔まわりと毛先にレイヤーを入れて、 ミディアムの重さは残しながら 自然に揺れるニュアンスレイヤーに。  正面はやわらかく、 横から見ると顔まわりに抜け感。 後ろは毛先が重なって、乾かすだけでも立体感が出やすいスタイルです。  「朝からしっかり巻く時間はない」 「伸ばしてるけど、今の長,110,79,2,0,0,1,1,
2026-09-26,2026-09-24T10:30:00+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdqrL9HkyCz/,耳にかけると広がる。 下ろすと顔まわりが重い。  ショートボブって可愛いけど、 「どっちもいい感じ」が意外と難しいですよね。  そんな時は、顔まわりに少し軽さをつくって、 耳かけしても・下ろしてもまとまりやすい形に。 朝はバームを少しなじませるだけでも、 私らしいショートボブは作れます。  ショートにしたいけど不安な方,112,40,3,0,0,2,1,
2026-09-26,2026-09-24T03:30:03+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/Ddp7JBqk33p/,朝、巻く時間まではない。 でも、ぺたんこにも見せたくない。  そんな日にちょうどいいのが ふんわりレイヤーミディ。  表面に軽さを入れているので、 乾かして毛先をさっと整えるだけでも やわらかい動きが出やすいスタイルです。  重すぎず、軽すぎず。 結べる長さは残しながら、 “ちゃんと可愛い”を朝3分でつくりたい人におす,95,31,2,0,0,1,1,
2026-09-26,2026-09-24T00:10:29+0000,VIDEO,REELS,https://www.instagram.com/reel/DdpkQTWTeyV/,「伸ばしかけ」こそ、可愛くできる。  肩につく長さって、 ハネる・広がる・まとまらない…が一気に増えやすい時期。  でも、顔まわりと表面にレイヤーを入れて 毛先が自然に動くようにしておくと、 無理に内巻きにしなくても“それっぽく”整います。  頑張って巻くんじゃなくて、 乾かして、オイルをなじませて、毛先を少し動かすだ,63,47,2,0,0,1,1,
2026-09-26,2026-09-23T10:00:02+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdoC6itk4JT/,短くしたのに、朝まとまらない。 アイロンしても横がはねる。 そんなショートのお悩み、実はよくあります。  大事なのは、ただ短くすることではなく 根元はふんわり、毛先はやわらかく内へ入る設計にすること。  朝は 根元を乾かす → バームを少し → 耳にかけるだけ。 これだけでも、丸くやわらかいショートは作りやすくなります,137,54,2,0,0,1,1,
2026-09-26,2026-09-23T04:30:02+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdndKS4kwPN/,朝3分で、ふんわり動くレイヤーボブ。  重たく見えやすいボブに、 表面と毛先だけやわらかく動くレイヤーを入れて 軽さと丸みのバランスを整えたスタイルです。  ぺたっと見えやすい方も、 顔まわりに少し動きがあるだけで ぐっとやわらかい印象に。  「ボブにしたいけど重く見えるのは苦手」 「朝はなるべく簡単に整えたい」 「短,108,55,4,0,0,3,1,
2026-09-26,2026-09-22T23:10:10+0000,VIDEO,REELS,https://www.instagram.com/reel/Ddm4iDlzGzy/,軽やかだけど、ちゃんと女性らしい。  あごラインのボブをベースに、 顔まわりと表面に細い毛束感をつくって 重く見えすぎないニュアンスボブに。  毛先は揃えすぎず、やわらかく動くことで 横から見ても自然な立体感が出ます。  「ボブにしたいけど重たく見えるのは苦手」 「朝はなるべく簡単にセットしたい」 「短くしても柔らかい,159,144,4,1,0,2,1,
2026-09-26,2026-09-22T10:00:04+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdleKIAkya_/,「下ろすと広がるから、結ぶしかない。」  ロングの方からよく聞くお悩みです。  でも、根元まで強く動かさなくても 毛先だけゆるく動くようにしておくと、 結ぶ日も下ろす日も扱いやすくなります。  朝は 水分 → オイル → 手ぐし。 頑張って巻かなくても、やわらかい動きが出る髪へ。  「長さは残したい」 「毎朝巻くのは大,177,80,3,0,0,2,1,
