date,timestamp,media_type,media_product_type,permalink,caption,views,reach,total_interactions,saved,shares,like_count,comments_count,unavailable_metrics
2026-09-11,2026-09-10T12:10:07+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdGzcnQgByV/,胸上のバタフライレイヤーに、頬骨・あごからつながる顔まわりと、大きめのデジタルパーマ。  正面は流れるシアーバング、横は中間からのSウェーブ、後ろは長さを残しながら毛先に動きが集まる設計です。送迎や仕事中は低めに結び、帰宅後はほどいても柔らかな毛流れを楽しめます。  美容室で長さ・顔まわり・カール感を相談する時に見せら,89,30,4,0,0,3,1,
2026-09-11,2026-09-10T04:30:12+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdF-0HTHRJN/,雨の日は、送迎中だけ低めに結ぶ。会議前は、顔まわりだけ戻す。  胸上のバタフライレイヤーに大きめのパーマを重ねると、結んだ時は邪魔になりにくく、おろした時は頬骨から毛先へ柔らかな動きが出ます。全部を巻き直さず、湿った根元と顔まわりを乾かして毛先にバームをなじませるだけ。  生活に合う長さと動きが気になる方は、プロフィー,73,31,2,0,0,1,1,
2026-09-11,2026-09-10T03:10:06+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdF1pdHDG9t/,雨の送迎から戻った8:57。9時の会議まで、あと3分。  結べば早い。でも画面に映る顔まわりまで、疲れて見せたくない。顔まわりのレイヤーと中間からの大きめカールがあれば、根元と顔まわりを30秒濡らし、90秒乾かして、バームを毛先へ60秒。全部を巻き直さなくても、柔らかな動きへ戻しやすくなります。  次の雨の朝に見返せる,169,62,4,0,0,3,1,
2026-09-11,2026-09-09T12:10:05+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdEOpiLDEEb/,結べて、ほどいた後も3分で戻しやすい肩〜鎖骨ミディアム。  正面は頬から顔まわりを動かし、サイドは低めのSカール、バックは重さを残して広がりにくく。5枚目に、美容室でそのまま見せられるオーダー表をまとめました。  5枚目のオーダー表を保存してください。  ※画像はAI仕上がりイメージです。施術実績のBefore／Aft,122,51,5,0,0,4,1,
2026-09-11,2026-09-09T04:30:07+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdDaAoOgbF3/,お迎え前の8分。全部を濡らしてセットし直す必要はありません。  結び跡と根元だけをスプレーで濡らし、根元を起こして乾かす。最後にバームを手のひらへ広げ、毛先を下から包みます。低めのSカールなら、結んでいた髪も3分で自然な動きに戻しやすくなります。  生活に合う長さや動かす位置を相談したい方は、プロフィールをご覧ください,166,64,5,0,0,4,1,
2026-09-11,2026-09-08T22:20:07+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdCvqoPieYB/,17:42。お迎えまで、あと8分。 一日結んでいた髪をほどくと、跡が残って疲れて見える。  でも、肩〜鎖骨の長さと低めのカールを残せば、根元と顔まわりを30秒濡らして、120秒乾かし、30秒バームをなじませるだけ。結ぶ日も、おろす日も、同じ髪で過ごせます。  次のお迎え前に見返せるよう保存してください。  📍京阪宮之阪,343,140,10,0,0,9,1,
2026-09-11,2026-09-08T12:10:07+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdBp25AE7WW/,朝3分でおろせて、必要な時は結べる鎖骨ミディアム。正面は顔まわりを柔らかく、横は頬から動き、後ろは重さを残してまとまりやすく。カールを上げすぎないことで、乾かすだけでも自然なC〜Sカールにつながります。5枚目に、翌朝そのまま使える30秒・90秒・60秒の手順をまとめました。美容室で相談する前にも見返せるよう保存してくだ,102,39,6,0,0,5,1,
2026-09-11,2026-09-08T04:30:08+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdA1Ny_D9tW/,予定どおりにいかない朝でも、髪に使える3分は作れるかもしれません。根元だけ濡らして、毛先を握って乾かし、オイルを1〜2滴。送迎ではおろして柔らかく、邪魔になったら結べる鎖骨ミディアムなら、仕事からお迎えまで無理なく続きます。髪型を「似合う」だけでなく生活から選びたい方は、プロフィールをご覧ください。  📍京阪宮之阪駅 ,119,44,4,0,0,3,1,
2026-09-11,2026-09-07T22:20:07+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdAK3wwgDg6/,7:08。少し余裕があると思った朝に限って、子どものコップが倒れる。自分の髪は後回しになって、今日も結ぶだけ。だから「結べる長さ」を残しながら、濡らす30秒・毛先90秒・オイル60秒で、おろして出られるミディアムに。忙しい朝ほど、髪型を生活に合わせて決めていい。明日の朝に見返せるよう保存してください。  📍京阪宮之阪駅,385,149,17,0,0,16,1,
2026-09-11,2026-09-07T12:10:07+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/Dc_FD_HgWye/,宮之阪でパーマ相談をしたいけれど、長さや強さを決め切れない方へ。最初からメニューを完成させて来店する必要はありません。仕事では耳にかけたい、送迎では結びたい、休日は下ろしたい——その使い分けから、動かす位置・カールの大きさ・必要な長さを一緒に整理できます。髪質や履歴で難しい施術は当日に無理に勧めません。DMで「パーマ相,137,49,4,0,0,3,1,
