date,timestamp,media_type,media_product_type,permalink,caption,views,reach,total_interactions,saved,shares,like_count,comments_count,unavailable_metrics
2026-09-22,2026-09-21T09:30:05+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/Ddi13rREzp7/,お迎え前、あと8分。 結び跡はついてるのに、このまま行くのはちょっと気になる。 そんな日に大事なのは、全部をやり直すことじゃなくて、戻るポイントだけ整えること。  根元を少し濡らす → 起こして乾かす → 毛先にバーム。 全部で3分でも、印象はちゃんと変わります。  結ぶ日も、おろす日も。 どちらも無理なくできる髪があ,77,30,0,0,0,0,0,
2026-09-22,2026-09-21T04:00:02+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdiQHxhk39D/,朝3分だけで、ちゃんと形になる。 そんな扱いやすさを目指したニュアンスショートです。  トップにふんわり感を出しながら、 顔まわりと毛先にやわらかい動きをつけることで、 短くてもラフすぎず、女性らしい印象に。  「ショートにしたいけど、ペタッとしやすい」 「朝のセットをできるだけ簡単にしたい」 「頑張りすぎて見えないオ,84,42,4,0,0,3,1,
2026-09-22,2026-09-20T23:15:25+0000,VIDEO,REELS,https://www.instagram.com/reel/Ddhvk2STGQk/,頑張りすぎないのに、ちゃんとオシャレ。  顔まわりに柔らかい動きをつけた ナチュラルなショートパーマ。  トップはふんわり、襟足はすっきり。 丸みを残しながら毛先に動きをつけることで、 短くても女性らしい柔らかさが残ります。  「ショートにしたいけど、幼く見えるのは嫌」 「朝からアイロンする時間がない」 「直毛で動きが,129,110,4,1,0,2,1,
2026-09-22,2026-09-20T12:00:06+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdgiUAyE9CV/,朝って、髪まで丁寧にやる時間ないですよね。 お弁当、送迎、出勤準備が重なる日は、なおさらです。  そんな朝は、全部を頑張るより 「根元だけ整える」のがおすすめ。 分け目まわりを少しぬらして、根元に風を当てて、最後に手ぐしで流すだけでも、短めスタイルはかなり扱いやすくなります。  結ぶ時間もない日こそ、 “どこを触れば整,88,34,2,0,0,1,1,
2026-09-22,2026-09-20T08:00:07+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdgG0iQExCT/,朝3分だけで、ロングをもっと扱いやすく。  長さは残しながら、顔まわりと表面にレイヤーを入れて 乾かしただけでも毛先が動きやすいナチュラルロングに。  重たく見えやすいロングも、 頬まわりから毛先まで段差をつくることで 柔らかさと抜け感が出やすくなります。  朝はしっかり巻き込まなくても、 毛先を整えてオイルやバームを,87,40,5,0,0,4,1,
2026-09-22,2026-09-20T06:00:06+0000,VIDEO,REELS,https://www.instagram.com/reel/Ddf5HVqzeZ6/,巻きすぎないのに、ちゃんと華やか。  顔まわりから毛先までレイヤーを入れて、 ロングの長さは残しながら、やわらかい動きが出るスタイルに。  重たく見えやすいロングも、 頬まわり・鎖骨・毛先に動くポイントをつくることで 軽さと立体感が出やすくなります。  「長さは切りたくない」 「でも今のロングに少し飽きてきた」 「毎朝,155,111,4,0,0,2,2,
2026-09-22,2026-09-19T12:30:01+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdeA92Rk9Vq/,巻きすぎない、でもちゃんと動く。 顔まわりと毛先にやわらかく動きをつけた 大人のレイヤーミディアム。  表面にレイヤーを入れることで、 重さを残しながらもふわっと軽い質感に。  顔まわりは頬〜あごに沿う毛束をつくって、 結んだ時にも自然に残るようにしています。  「毎朝しっかり巻くのは大変」 「ストレートだと少し物足り,107,40,4,0,0,2,2,
2026-09-22,2026-09-19T11:12:15+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/Ddd3-ofE0R7/,登校前のあと3分。下ろして出かけたい朝。  朝の登校前は、あと3分でもバタバタ。  それでも仕事の日は、たまには髪を下ろして行きたい。  水分を少し足して、オイルをひとつけ。  毛先を手ぐしで整えるだけで、気分まで少し変わります。  「今日、髪おろしてるね！」  子どもの一言がうれしかった朝でした。  結べる長さを残し,145,58,3,0,0,2,1,
2026-09-22,2026-09-19T10:58:53+0000,VIDEO,REELS,https://www.instagram.com/reel/Ddd2FqwzkiF/,ミディアムヘアのナチュラルパーマスタイル。 カウンセリングで伝えて頂くと美容師さんに伝わりやすいフレーズをピックアップしました。  保存してカウンセリングの時にご利用下さい。  * レングス：鎖骨〜肩下くらいのミディアム。長すぎず、結ぶこともできる扱いやすい長さ。 * ベース：やや前下がり感を残したミディアムレイヤーベ,122,110,6,0,0,5,1,
2026-09-22,2026-09-17T21:46:00+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdZ25K-kXwb/,朝の支度を短くしたい方へ。 顔まわりのレイヤーと軽い毛先の動きで、乾かすだけでもまとまりやすいミディアムです。  耳かけ・手ぐし・結ぶアレンジにもなじみやすい長さに。気になったら保存して、カウンセリングで見せてください。  📍京阪宮之阪駅 徒歩1分 #枚方美容室 #宮之阪美容室 #ミディアムレイヤー #朝ラクヘア #働,107,45,4,0,0,3,1,
