date,timestamp,media_type,media_product_type,permalink,caption,views,reach,total_interactions,saved,shares,like_count,comments_count,unavailable_metrics
2026-09-09,2026-09-08T12:10:07+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdBp25AE7WW/,朝3分でおろせて、必要な時は結べる鎖骨ミディアム。正面は顔まわりを柔らかく、横は頬から動き、後ろは重さを残してまとまりやすく。カールを上げすぎないことで、乾かすだけでも自然なC〜Sカールにつながります。5枚目に、翌朝そのまま使える30秒・90秒・60秒の手順をまとめました。美容室で相談する前にも見返せるよう保存してくだ,64,24,1,0,0,1,0,
2026-09-09,2026-09-08T04:30:08+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdA1Ny_D9tW/,予定どおりにいかない朝でも、髪に使える3分は作れるかもしれません。根元だけ濡らして、毛先を握って乾かし、オイルを1〜2滴。送迎ではおろして柔らかく、邪魔になったら結べる鎖骨ミディアムなら、仕事からお迎えまで無理なく続きます。髪型を「似合う」だけでなく生活から選びたい方は、プロフィールをご覧ください。  📍京阪宮之阪駅 ,100,38,4,0,0,3,1,
2026-09-09,2026-09-07T22:20:07+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdAK3wwgDg6/,7:08。少し余裕があると思った朝に限って、子どものコップが倒れる。自分の髪は後回しになって、今日も結ぶだけ。だから「結べる長さ」を残しながら、濡らす30秒・毛先90秒・オイル60秒で、おろして出られるミディアムに。忙しい朝ほど、髪型を生活に合わせて決めていい。明日の朝に見返せるよう保存してください。  📍京阪宮之阪駅,329,126,12,0,0,11,1,
2026-09-09,2026-09-07T12:10:07+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/Dc_FD_HgWye/,宮之阪でパーマ相談をしたいけれど、長さや強さを決め切れない方へ。最初からメニューを完成させて来店する必要はありません。仕事では耳にかけたい、送迎では結びたい、休日は下ろしたい——その使い分けから、動かす位置・カールの大きさ・必要な長さを一緒に整理できます。髪質や履歴で難しい施術は当日に無理に勧めません。DMで「パーマ相,117,42,3,0,0,2,1,
2026-09-09,2026-09-07T09:30:07+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/Dc-ywHpHXhl/,パーマのオーダー方法に迷ったら、写真だけでなく3つの生活条件も伝えるのがおすすめです。①欲しいカールの大きさ、②どの高さから動かしたいか、③朝に使える時間と結ぶ頻度。同じ写真でも髪質・履歴・長さで仕上がりは変わるため、完全再現ではなく「何をラクにしたいか」まで共有すると相談が具体的になります。保存して、次のカウンセリン,90,36,5,0,0,4,1,
2026-09-09,2026-09-07T06:10:06+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/Dc-b3LLkVKM/,宮之阪でくびれミディアムを探している方へ。肩につく長さは、重く見える日と広がる日が混ざりやすいところ。顔まわりと首元に小さな段差をつくると、横から見ても毛先がたまりにくく、下ろす日も低く結ぶ日も形が残ります。強く巻かず、毛先を外へ一度通す程度で十分。長さを大きく変えずに印象を軽くしたい方に向く形です。保存して、正面・横,117,48,7,0,0,6,1,
2026-09-09,2026-09-07T04:50:38+0000,VIDEO,REELS,https://www.instagram.com/reel/Dc-SunsgIiT/,枚方でボブパーマを検討中の方へ。オイルを足すほどトップがぺたんこになるなら、重さではなく形の土台を見直す方法があります。大きなCカールとゆるいSカールを混ぜると、細い髪でも強く巻いた印象を避けながら、耳かけしても丸みが残りやすくなります。朝は根元を起こして毛先を握るだけ。仕事にも送迎にもなじむ、軽いボブです。保存して好,57,46,4,0,0,3,1,
2026-09-09,2026-09-07T03:51:21+0000,VIDEO,REELS,https://www.instagram.com/reel/Dc-L720D8Fm/,枚方でロングレイヤーを考えている方へ。長さは変えたくないのに、毎朝ひとつ結びだけになっていませんか？顔まわりと毛先に段差をつくると、下ろした日は軽く動き、仕事や送迎の日は結んでも頬まわりが寂しく見えにくくなります。乾かして毛先を内に通すだけでも形が出やすく、平日と休日を行き来しやすいデザインです。気になる方は保存して、,43,29,3,0,0,2,1,
2026-09-09,2026-09-06T12:10:08+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/Dc8gRMwmcf6/,毎朝巻く場所が前髪とトップだけなら、全体パーマが必要とは限りません。  前髪の丸み、顔まわりの流れ、つぶれやすいトップなど、必要な場所だけにポイントパーマを使う方法があります。全体はほぼストレートのままなので、髪質やカラー履歴に合わせて負担と変化を調整できます。  予約前でも大丈夫です。DMで「ポイント相談」と送ってく,98,40,3,0,0,2,1,
2026-09-09,2026-09-06T09:30:14+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/Dc8N-C9iDu9/,パーマをかけた翌朝、もう一度コテで巻き直していませんか？  朝は、①寝ぐせのついた根元を濡らす、②根元から乾かして毛先を下から握る、③オイルを中間から毛先へ少量なじませる。この3つで、パーマの形を戻しやすくなります。  目安は3分。髪質や長さで時間は変わるので、手順を保存しておいてください。  ※AI仕上がりイメージで,127,44,5,0,0,3,2,
