date,timestamp,media_type,media_product_type,permalink,caption,views,reach,total_interactions,saved,shares,like_count,comments_count,unavailable_metrics
2026-09-19,2026-09-17T21:46:00+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdZ25K-kXwb/,朝の支度を短くしたい方へ。 顔まわりのレイヤーと軽い毛先の動きで、乾かすだけでもまとまりやすいミディアムです。  耳かけ・手ぐし・結ぶアレンジにもなじみやすい長さに。気になったら保存して、カウンセリングで見せてください。  📍京阪宮之阪駅 徒歩1分 #枚方美容室 #宮之阪美容室 #ミディアムレイヤー #朝ラクヘア #働,87,37,4,0,0,3,1,
2026-09-19,2026-09-17T21:45:09+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdZ2zZFDSUw/,「短くしたいけど、朝に戻せるか不安で…」 前髪をそっと触りながら来店。  顔まわりを残し、毛先はねじって乾かすだけ。忙しい朝も手ぐしで整えやすいよう、長さとレイヤーを提案しました。  朝ラクな髪が気になる方は、DMで「朝ラク相談」と送ってください。  #枚方美容室 #宮之阪美容室 #朝ラク相談 #ミディアムヘア #ママ,89,33,2,0,0,1,1,
2026-09-19,2026-09-17T21:44:17+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdZ2soSCA6K/,朝、子どもを送り出したあと。 鏡の前で「もう時間がない…」となりがちな日こそ、乾かすだけで顔まわりがまとまる髪だと少し気持ちがラクになります。  耳にかけても、風が吹いても、手ぐしで戻しやすいミディアムレイヤー。 明日の朝の相談用に、保存しておいてください。  #枚方美容室 #宮之阪美容室 #朝ラクヘア #ミディアムレ,135,46,3,0,0,2,1,
2026-09-19,2026-09-17T12:10:06+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdY1AoDD7uT/,朝の支度を短くしたい働くママへ。  あご下のショートボブに、透け前髪と頬骨に沿うサイドバング。根元の丸みを低めに置き、毛先は強く巻き込まず、乾かしたあとに少量のオイルでまとまりを出します。  スタイリング前と3分後の違いは、毛先より先に根元へ風を当てること。  この髪型を保存して、相談で見せてください。  📍京阪宮之阪,67,25,3,0,0,2,1,
2026-09-19,2026-09-17T04:30:15+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdYAYhnEmF4/,「短くしたいけど、朝に戻せるか不安で…」と、前髪をそっと触りながら来店。  相談では、朝に使える時間や、送迎・仕事までの流れを先に確認します。そこから、丸みを残す場所と軽くする場所、根元へ風を当てる順番まで一緒に決めます。  DMで「朝ラク相談」と送ってください。  📍京阪宮之阪駅 徒歩1分  #枚方美容室 #宮之阪美,160,55,1,0,0,1,0,
2026-09-19,2026-09-17T00:30:13+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdXk6iIo_U1/,朝、子どもの靴をそろえてから自分の支度へ戻ると、髪に使える時間はほんの少し。  短い髪は、全部を直そうとせず、根元だけを起こして風を当てると、前髪と顔まわりが整いやすくなります。  あご下のショートボブなら、毛先を巻き込まず、手ぐしで形を戻しやすくなります。  次の相談で見せられるよう、保存しておいてください。  📍京,144,57,5,0,0,4,1,
2026-09-19,2026-09-16T12:10:07+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdWQN0qkih2/,朝の支度を短くしたい働くママへ。  耳たぶ〜あご丈のコンパクトショートに、低めの根元の丸みと軽い透け前髪。頬まわりだけに控えめな動きを置き、毛先を作り込みすぎずに見え方を整える設計です。  Beforeは伸びて形が曖昧になった状態のイメージ。Afterは長さ、前髪、襟足の収まりを比較するためのデザインです。  AIによ,89,36,6,0,0,4,2,
2026-09-19,2026-09-16T04:30:11+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdVblMBD6jM/,来店前、「短くしたい。でも朝に直せるか不安で…」と、前髪をそっと押さえながら話す設定です。  相談では、どこを乾かしているか、何分使えるか、送迎や会議がある朝の流れまで確認します。  施術中も髪の動きと反応を見ながら、重さを残す場所と軽くする場所を調整。仕上げで終わりにせず、根元へ風を当てる順番も一緒に確かめます。  ,123,42,2,0,0,1,1,
2026-09-19,2026-09-16T00:30:08+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdVAG--D4Hl/,6:48。お弁当箱のふたを閉めている横で、娘が「ママ、いける？」と見上げる朝。  時計を見ながら髪まで急いで結ぶ日が続くと、玄関を出る前から少し疲れてしまいます。  短い髪は、根元を少し起こして風を当てるだけで、顔まわりを整えやすい設計に。毛先まで頑張って巻かず、必要なところだけ触れるようにしています。  これはAIで,179,65,7,0,0,6,1,
2026-09-19,2026-09-15T12:10:06+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdTra2XkdZf/,長さを変えずに、重さだけ軽く見せたい方へ。  胸上のロングに、頬骨からあごへつながる顔まわりと低めのレイヤーを設計。暗めのオリーブモカと、あご下からの控えめなC〜Sカールで、仕事の日にもなじむ動きへ。  忙しい日は低めに結び、おろす日は毛先へバームをなじませるだけ。美容室で相談する時に見せられるよう保存してください。 ,95,33,5,0,0,3,2,
