date,timestamp,media_type,media_product_type,permalink,caption,views,reach,total_interactions,saved,shares,like_count,comments_count,unavailable_metrics
2026-09-06,2026-09-05T12:10:16+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/Dc57fRWAsQy/,宮之阪で、朝ラクなデジタルパーマを相談したい方へ。大きく柔らかな動きは、乾かした後もまとまりやすく、頑張って巻かなくても自然な表情が出ます。ただし髪質・毛量・カラー履歴で適した方法は変わります。予約前でも、DMで「朝ラク相談」と希望の長さを送ってください。  ※AI仕上がりイメージです。 📍京阪宮之阪駅 徒歩1分 #デ,54,19,0,0,0,0,0,
2026-09-06,2026-09-05T09:30:14+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/Dc5pLP2CJwN/,丸顔が気になるから、顔まわりを全部隠す。実はそれより、頬からあごへ自然につながる毛束をつくる方が、軽く見えることがあります。仕事や家事で結ぶ日も、顔まわりだけ整えばきちんとした印象に。保存して、普段の結ぶ位置と一緒にカウンセリングで見せてください。  ※AI仕上がりイメージです。 📍京阪宮之阪駅 徒歩1分 #顔まわりカ,64,25,2,0,0,1,1,
2026-09-06,2026-09-05T04:30:20+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/Dc5G2rAkZgN/,正面は可愛いのに、横から見ると重く見える。そんな違和感は、後頭部の丸みと襟足の収まりで変わります。耳かけの日も、小さなクリップで留める日も、顔まわりが自然に残るニュアンスボブ。仕事にも休日にも馴染み、朝のセットも簡単です。保存して、カウンセリングで見せてください。  ※AI仕上がりイメージです。 📍京阪宮之阪駅 徒歩1,63,29,2,0,0,1,1,
2026-09-06,2026-09-05T01:31:22+0000,VIDEO,REELS,https://www.instagram.com/reel/Dc4yU2PDzbc/,「パーマはしたい。でも仕事や家事では結びたい」方へ。結べる長さを残し、顔まわりと毛先に大きく柔らかな動きをつくると、下ろす日もひとつ結びの日も扱いやすくなります。髪質やダメージ履歴で適した強さは変わるため、DMで「朝ラク相談」と送ってください。  ※AI仕上がりイメージです。 📍京阪宮之阪駅 徒歩1分 #ロングパーマ ,34,21,4,0,0,3,1,
2026-09-06,2026-09-04T22:20:58+0000,VIDEO,REELS,https://www.instagram.com/reel/Dc4cir-Dy-y/,枚方で、朝のスタイリングをラクにしたい方へ。丸みを残したショートボブは、乾かすだけでも形が崩れにくく、耳かけも自然です。襟足の生え方や毛量に合わせて、重さと軽さを調整します。保存して、予約前はDMで「朝ラク相談」と送ってください。  ※AI仕上がりイメージです。 📍京阪宮之阪駅 徒歩1分 #枚方美容室 #宮之阪美容室 ,34,24,4,0,0,3,1,
2026-09-06,2026-09-04T12:10:06+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/Dc3WrRuFX0B/,※AI仕上がりイメージです。  宮之阪で、朝ラクなボブパーマを相談したい方へ。 髪質・毛量・カラー履歴を確認し、強く巻かなくても丸みと動きが出る方法を考えます。  予約前でも大丈夫です。DMで「朝ラク相談」と送り、希望の長さと今のお悩みを教えてください。  📍京阪宮之阪駅 徒歩1分  #宮之阪美容室 #枚方美容室 #ボ,93,45,3,0,0,2,1,
2026-09-06,2026-09-04T09:30:07+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/Dc3EXeej7nD/,※AI仕上がりイメージです。  働くママの髪型は、「結べる長さ」だけでは決まりません。 普段どの高さで結ぶか、顔まわりを残したいか、抱っこの時に邪魔にならないか。生活に合わせて設計すると、朝の迷いが減ります。  毎日結ぶ方も、遠慮なくカウンセリングで教えてください。  #働くママヘア #結べる髪型 #朝ラクヘア #枚方,74,31,3,0,0,2,1,
2026-09-06,2026-09-04T04:30:08+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/Dc2iCX3jWpD/,※AI仕上がりイメージです。  枚方でミディアムウルフや柔らかなパーマを探している方へ。 大切なのは、軽くすることより「軽くする場所」。顔まわりと表面に動きをつくり、毛先の重さを残すと、朝も広がりにくくなります。  保存して、カウンセリングで見せてください。  #枚方美容室 #宮之阪美容室 #ミディアムウルフ #ミディ,66,33,2,0,0,2,0,
2026-09-06,2026-09-04T04:30:08+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/Dc2iCX8DAM9/,※AI仕上がりイメージです。  枚方でミディアムウルフや柔らかなパーマを探している方へ。 大切なのは、軽くすることより「軽くする場所」。顔まわりと表面に動きをつくり、毛先の重さを残すと、朝も広がりにくくなります。  保存して、カウンセリングで見せてください。  #枚方美容室 #宮之阪美容室 #ミディアムウルフ #ミディ,61,36,3,0,0,2,1,
2026-09-06,2026-09-04T02:51:28+0000,VIDEO,REELS,https://www.instagram.com/reel/Dc2Wsn1DkqK/,※AI仕上がりイメージです。  「パーマはしたい。でも仕事や家事では結びたい」方へ。 結べる長さを残し、顔まわりと毛先だけに柔らかな動きをつくると、ひとつ結びの日も下ろす日も扱いやすくなります。  髪質・ダメージ履歴によって適した強さは変わります。DMで「朝ラク相談」と送ってください。  #ミディアムパーマ #結べる髪,68,52,5,0,0,4,1,
