date,timestamp,media_type,media_product_type,permalink,caption,views,reach,total_interactions,saved,shares,like_count,comments_count,unavailable_metrics
2026-09-03,2026-09-01T12:10:37+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DcvoWcPiSjD/,※AI仕上がりイメージです。  朝ラクパーマ、私の髪でもできる？  実は、強く巻けばラクになるわけではありません。  大切なのは、髪質・ダメージ履歴・結ぶ頻度に合わせて、先にベースカットを整えること。乾かしたときに自然に収まり、必要なところだけ柔らかく動くように設計します。  「パーマがかかりにくい」 「広がるのが不安,156,64,3,0,0,1,2,
2026-09-03,2026-08-31T12:10:19+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DctDhVJgvE4/,「朝の支度は短くしたい。 でも、ただ短いだけの髪にはしたくない。」  そんな方に似合う、頑張りすぎないニュアンスボブです。  乾かすだけで丸くおさまる形。 眼鏡にもなじむ薄めの前髪。 仕事の日は耳にかけて、休日は帽子をプラス。  毎日の生活に無理なくなじむことを、一番大切にしています。  保存して、次の髪型相談に使って,110,59,3,0,0,2,1,
2026-09-03,2026-08-31T03:20:08+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DcsG2E4EXsp/,眼鏡にもなじむ、やわらかボブ。  正面・横・後ろだけでなく、 片耳かけ、両耳かけ、前髪アレンジ、帽子の日までまとめました。  ボブは長さが同じでも、前髪と顔まわり、毛先の動きで印象が変わります。 仕事の日はきちんと、休日は少しラフに。 一つの髪型で無理なく雰囲気を変えたい方におすすめです。  気になるページを保存して、,161,58,6,1,0,4,1,
2026-09-03,2026-08-31T01:01:12+0000,VIDEO,REELS,https://www.instagram.com/reel/Dcr25cbCKUU/,朝、髪がまとまらない。 そんな日は、スタイリングを頑張るより、乾かした時点で形になるベースが大切です。  やわらかい毛先の動きと、頬に沿う顔まわり。 眼鏡の日も、耳にかけても、自然になじむボブに。  オイルを2〜3プッシュ、毛先からなじませるだけ。 忙しい朝でも、頑張りすぎずに整います。  気になったら保存して、カウン,66,51,3,1,0,1,1,
2026-09-03,2026-08-30T12:10:08+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DcqetF1jmy8/,朝、髪に時間をかけられない。 でも、ちゃんと可愛くいたい。  そんな働くママにおすすめのロングレイヤー。  長さと重さを残しながら、顔まわりと毛先にやわらかな動きをつくることで、乾かすだけでもラフにまとまりやすくなります。  仕事の日はオイルをなじませるだけ。 休日は耳かけやひとつ結びでも自然な抜け感に。 子ども優先の,133,44,6,0,0,6,0,
2026-09-03,2026-08-30T03:20:19+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DcpiEoVgukO/,朝5分で、やわらかく動くロングレイヤー。  朝、髪に時間をかけられない。 でも、頑張りすぎずにちゃんと可愛くいたい。  そんな働くママにおすすめなのが、重さを残したロングレイヤーです。  顔まわりから毛先へ自然につながる段差をつくることで、乾かすだけでもやわらかな動きが出やすくなります。  片耳かけ、両耳かけ、前髪アレ,139,52,3,0,0,2,1,
2026-09-03,2026-08-29T23:00:47+0000,VIDEO,REELS,https://www.instagram.com/reel/DcpEVgdDFGT/,朝、髪に時間をかけられない。 でも、ちゃんと可愛くいたい。  そんな働くママにおすすめのロングレイヤー。  重さを残しながら、顔まわりと毛先にやわらかな動きをつくることで、乾かすだけでもラフにまとまりやすくなります。  結んだ日も顔まわりが寂しく見えにくく、仕事の日も休日も扱いやすいデザインです。  頑張って整えるより,98,70,3,0,0,2,1,
2026-09-03,2026-08-29T12:10:08+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/Dcn56NCD8JZ/,夜の3分で、翌朝の広がりを減らす方法。 ①こすらず水分オフ ②根元から乾かす ③前髪は乾く前に整える ④オイルは内側と毛先から。 朝は寝ぐせ部分だけ軽く濡らし、手ぐしで乾かせばOKです。 今夜見返せるように保存しておいてください。 #枚方美容室 #宮之阪美容室 #ヘアケア方法 #朝ラクヘア ##パーマスタイリンク,116,31,2,0,0,2,0,
2026-09-03,2026-08-29T09:00:10+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DcnkK3ajZ20/,「このロングパーマ、私に似合う？」 正面・横・後ろだけでなく、仕事、休日、子育て中の扱いやすさまでまとめました。 濡れたような束感と顔まわりのやわらかさで、長さを残しても重く見えにくいデザインです。 気になるページを保存して、次回の髪型相談にお使いください。 #枚方美容室 #宮之阪美容室 #ロングヘア #顔まわりレイヤ,127,39,2,0,0,2,0,
2026-09-03,2026-08-28T23:00:56+0000,VIDEO,REELS,https://www.instagram.com/reel/DcmfizHgmHG/,濡れたような束感と、乾かすだけでやわらかく動くロングパーマ。 顔まわりのレイヤーで、重く見えやすい長さも軽やかな印象に。 仕事の日は耳にかけてすっきり。休日はそのままラフになじみます。 朝のスタイリングを頑張りすぎたくない方におすすめです。 #枚方美容室 #宮之阪美容室 #ロングパーマ #朝ラクヘア #働くママヘア,63,44,2,0,0,1,1,
