date,timestamp,media_type,media_product_type,permalink,caption,views,reach,total_interactions,saved,shares,like_count,comments_count,unavailable_metrics
2026-09-20,2026-09-19T12:30:01+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdeA92Rk9Vq/,巻きすぎない、でもちゃんと動く。 顔まわりと毛先にやわらかく動きをつけた 大人のレイヤーミディアム。  表面にレイヤーを入れることで、 重さを残しながらもふわっと軽い質感に。  顔まわりは頬〜あごに沿う毛束をつくって、 結んだ時にも自然に残るようにしています。  「毎朝しっかり巻くのは大変」 「ストレートだと少し物足り,48,17,3,0,0,1,2,
2026-09-20,2026-09-19T11:12:15+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/Ddd3-ofE0R7/,登校前のあと3分。下ろして出かけたい朝。  朝の登校前は、あと3分でもバタバタ。  それでも仕事の日は、たまには髪を下ろして行きたい。  水分を少し足して、オイルをひとつけ。  毛先を手ぐしで整えるだけで、気分まで少し変わります。  「今日、髪おろしてるね！」  子どもの一言がうれしかった朝でした。  結べる長さを残し,82,32,2,0,0,1,1,
2026-09-20,2026-09-19T10:58:53+0000,VIDEO,REELS,https://www.instagram.com/reel/Ddd2FqwzkiF/,ミディアムヘアのナチュラルパーマスタイル。 カウンセリングで伝えて頂くと美容師さんに伝わりやすいフレーズをピックアップしました。  保存してカウンセリングの時にご利用下さい。  * レングス：鎖骨〜肩下くらいのミディアム。長すぎず、結ぶこともできる扱いやすい長さ。 * ベース：やや前下がり感を残したミディアムレイヤーベ,113,101,5,0,0,4,1,
2026-09-20,2026-09-17T21:46:00+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdZ25K-kXwb/,朝の支度を短くしたい方へ。 顔まわりのレイヤーと軽い毛先の動きで、乾かすだけでもまとまりやすいミディアムです。  耳かけ・手ぐし・結ぶアレンジにもなじみやすい長さに。気になったら保存して、カウンセリングで見せてください。  📍京阪宮之阪駅 徒歩1分 #枚方美容室 #宮之阪美容室 #ミディアムレイヤー #朝ラクヘア #働,103,42,4,0,0,3,1,
2026-09-20,2026-09-17T21:45:09+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdZ2zZFDSUw/,「短くしたいけど、朝に戻せるか不安で…」 前髪をそっと触りながら来店。  顔まわりを残し、毛先はねじって乾かすだけ。忙しい朝も手ぐしで整えやすいよう、長さとレイヤーを提案しました。  朝ラクな髪が気になる方は、DMで「朝ラク相談」と送ってください。  #枚方美容室 #宮之阪美容室 #朝ラク相談 #ミディアムヘア #ママ,104,36,3,0,0,2,1,
2026-09-20,2026-09-17T21:44:17+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdZ2soSCA6K/,朝、子どもを送り出したあと。 鏡の前で「もう時間がない…」となりがちな日こそ、乾かすだけで顔まわりがまとまる髪だと少し気持ちがラクになります。  耳にかけても、風が吹いても、手ぐしで戻しやすいミディアムレイヤー。 明日の朝の相談用に、保存しておいてください。  #枚方美容室 #宮之阪美容室 #朝ラクヘア #ミディアムレ,154,55,5,0,0,4,1,
2026-09-20,2026-09-17T12:10:06+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdY1AoDD7uT/,朝の支度を短くしたい働くママへ。  あご下のショートボブに、透け前髪と頬骨に沿うサイドバング。根元の丸みを低めに置き、毛先は強く巻き込まず、乾かしたあとに少量のオイルでまとまりを出します。  スタイリング前と3分後の違いは、毛先より先に根元へ風を当てること。  この髪型を保存して、相談で見せてください。  📍京阪宮之阪,87,35,5,0,0,4,1,
2026-09-20,2026-09-17T04:30:15+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdYAYhnEmF4/,「短くしたいけど、朝に戻せるか不安で…」と、前髪をそっと触りながら来店。  相談では、朝に使える時間や、送迎・仕事までの流れを先に確認します。そこから、丸みを残す場所と軽くする場所、根元へ風を当てる順番まで一緒に決めます。  DMで「朝ラク相談」と送ってください。  📍京阪宮之阪駅 徒歩1分  #枚方美容室 #宮之阪美,171,59,1,0,0,1,0,
2026-09-20,2026-09-17T00:30:13+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdXk6iIo_U1/,朝、子どもの靴をそろえてから自分の支度へ戻ると、髪に使える時間はほんの少し。  短い髪は、全部を直そうとせず、根元だけを起こして風を当てると、前髪と顔まわりが整いやすくなります。  あご下のショートボブなら、毛先を巻き込まず、手ぐしで形を戻しやすくなります。  次の相談で見せられるよう、保存しておいてください。  📍京,160,64,6,0,0,5,1,
2026-09-20,2026-09-16T12:10:07+0000,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DdWQN0qkih2/,朝の支度を短くしたい働くママへ。  耳たぶ〜あご丈のコンパクトショートに、低めの根元の丸みと軽い透け前髪。頬まわりだけに控えめな動きを置き、毛先を作り込みすぎずに見え方を整える設計です。  Beforeは伸びて形が曖昧になった状態のイメージ。Afterは長さ、前髪、襟足の収まりを比較するためのデザインです。  AIによ,90,36,6,0,0,4,2,
